rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
516	bd17_expression_83_4077-4505	-0.340985509842392	7.73248568458191	-0.856179474201878	0.401812075247946	0.833214962238958	-5.75441091206835	-0.83838933856356	slpA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K03774	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]	Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerases 2	Posttranslational modification, protein turnover, chaperones	PF00254 [FKBP-type peptidyl-prolyl cis-trans isomerase]	ns
517	bd17_expression_240_6780-7658	0.302757412651343	7.61426277346417	0.848547612590167	0.406612176034844	0.84072189386443	-5.75031266251429	0.829870198341028	K09930	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K09930	uncharacterized protein	Not Included in Pathway or Brite; Poorly characterized; Function unknown	COG3220	Uncharacterized protein conserved in bacteria	Function unknown	PF05114 [Protein of unknown function (DUF692)]	ns
518	bd17_expression_38_51158-52669	-0.363714797057446	7.81441130629778	-0.842866625372691	0.407136585658516	0.84072189386443	-5.76746956787231	-0.828943134736446	ilvA, tdcB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01754	threonine dehydratase [EC:4.3.1.19]	Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis	COG1171	Threonine dehydratase	Amino acid transport and metabolism	PF00291 [Pyridoxal-phosphate dependent enzyme];PF00585 [C-terminal regulatory domain of Threonine dehydratase]	ns
519	bd17_expression_30_27956-30493	-0.346488560564019	7.81251079433117	-0.841678095835342	0.407789404594055	0.84072189386443	-5.76873156499271	-0.827790060631082	lptD, imp, ostA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K04744	LPS-assembly protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1452	Organic solvent tolerance protein OstA	Cell envelope biogenesis, outer membrane	PF04453 [Organic solvent tolerance protein]	ns
520	bd17_expression_147_1-213	0.242515396435291	13.5273291610459	0.846536598816116	0.410505720529376	0.843350298075717	-5.75593899247087	0.823003996873579										ns
521	bd17_expression_239_4045-6879	-0.36066227466848	7.80452943461469	-0.836501094191569	0.410640659156494	0.843350298075717	-5.77262602544082	-0.822766730944528	A	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01968	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation	COG0439	Biotin carboxylase	Lipid metabolism	PF00289 [Biotin carboxylase, N-terminal domain];PF00364 [Biotin-requiring enzyme];PF02786 [Carbamoyl-phosphate synthase L chain, ATP binding domain]	ns
522	bd17_expression_159_30255-31883	-0.219523035647475	7.7215307709681	-0.829656027621392	0.414429819476014	0.849501737240105	-5.77710740248234	-0.816122949322189		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF01344 [Kelch motif];PF13418 [Galactose oxidase, central domain];PF13854 [Kelch motif];PF13964 [Kelch motif]	ns
523	bd17_expression_84_17453-20119	0.289827296100319	7.74783547597944	0.823230126694512	0.41828911021147	0.854902183741848	-5.78233962058428	0.809393029788067	aceE	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism	COG2609	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	Energy production and conversion	PF00456 [Transketolase, thiamine diphosphate binding domain];PF17831 []	ns
524	bd17_expression_73_34209-36545	-0.323569202370382	7.75007764472324	-0.822447830082377	0.418662377832456	0.854902183741848	-5.78401363810997	-0.808744062079606	K07003	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K07003	uncharacterized protein	Not Included in Pathway or Brite; Poorly characterized; Function unknown	COG1033	Predicted exporters of the RND superfamily	General function prediction only	PF00873 [AcrB/AcrD/AcrF family];PF03176 [MMPL family]	ns
525	bd17_expression_32_1557-2555	0.29208834746036	7.72538935722203	0.819877586270185	0.419880649422104	0.855756752155525	-5.78642382724701	0.806628325459234										ns
526	bd17_expression_61_12227-13555	0.304284134250924	7.68630652349695	0.825056831252433	0.422408564032788	0.859272173983048	-5.76496157030796	0.802249645177734	ATAD3A_B	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K17681	ATPase family AAA domain-containing protein 3A/B	Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG1223	Predicted ATPase (AAA+ superfamily)	General function prediction only	PF00004 [ATPase family associated with various cellular activities (AAA)]	ns
527	bd17_expression_33_16142-17926	-0.405066284070802	7.86947685728759	-0.819103501683805	0.424145874445759	0.861169042992338	-5.75294327477989	-0.799249293459522	recD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member	DNA replication, recombination and repair	PF01443 [Viral (Superfamily 1) RNA helicase];PF13245 [AAA domain];PF13538 [UvrD-like helicase C-terminal domain];PF13604 [AAA domain]	ns
528	bd17_expression_26_1002-2222	0.254008649380372	7.68083860378251	0.803871860182092	0.428898583620756	0.869169478170851	-5.79838035300542	0.791077816072827	hsaA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K16047	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]	Metabolism; Xenobiotics biodegradation and metabolism; Steroid degradation	ENOG410XS7W	acyl-Coa dehydrogenase	Lipid transport and metabolism	PF08028 [Acyl-CoA dehydrogenase, C-terminal domain]	ns
529	bd17_expression_156_13502-15799	0.44799207089029	8.03767866265764	0.801705025970499	0.432020715552511	0.873841522951204	-5.76658817267554	0.785738478552303		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF02368 [Bacterial Ig-like domain (group 2)]	ns
530	bd17_expression_94_16097-17959	-0.45968293609179	8.14891440507127	-0.786354402565089	0.441069669654282	0.890461408547324	-5.76915245840347	-0.770388168435688	btuB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K16092	vitamin B12 transporter	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG4206	Outer membrane cobalamin receptor protein	Coenzyme metabolism	PF00593 [TonB dependent receptor];PF07715 [TonB-dependent Receptor Plug Domain]	ns
531	bd17_expression_309_8307-10916	0.426061307652615	8.20231685914968	0.782514187164232	0.44301757462752	0.891542596284321	-5.71807561049561	0.767107547897055	acnB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes	COG1049	Aconitase B	Energy production and conversion	PF00330 [Aconitase family (aconitate hydratase)];PF06434 [Aconitate hydratase 2 N-terminus];PF11791 [Aconitate B N-terminal domain]	ns
532	bd17_expression_251_3666-5372	-0.364029175013918	7.74359562674856	-0.779204251275985	0.443271646003045	0.891542596284321	-5.80732931043801	-0.766680255000979	hutU, UROC1	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K01712	urocanate hydratase [EC:4.2.1.49]	Metabolism; Amino acid metabolism; Histidine metabolism	COG2987	Urocanate hydratase	Amino acid transport and metabolism	PF01175 [Urocanase Rossmann-like domain];PF17391 [Urocanase N-terminal domain];PF17392 [Urocanase C-terminal domain]	ns
533	bd17_expression_39_10666-12663	0.403773893374811	7.96943464579222	0.778404579970127	0.445380212168608	0.893322029532361	-5.79565823744334	0.763139488252355	dnaX	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	Genetic Information Processing; Replication and repair; DNA replication | Genetic Information Processing; Replication and repair; Mismatch repair | Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG2812	DNA polymerase III, gamma/tau subunits	DNA replication, recombination and repair	PF00004 [ATPase family associated with various cellular activities (AAA)];PF12169 [DNA polymerase III subunits gamma and tau domain III];PF12170 [DNA polymerase III tau subunit V interacting with alpha];PF13177 [DNA polymerase III, delta subunit]	ns
534	bd17_expression_35_1659-2000	0.463282703989884	8.2046333233592	0.774376858917586	0.445826134364748	0.893322029532361	-5.73211215273624	0.762391908040601	K07491	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K07491	putative transposase	Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair	COG1943	Transposase and inactivated derivatives	DNA replication, recombination and repair	PF01797 [Transposase IS200 like]	ns
535	bd17_expression_194_10310-10744	0.222080840475937	7.63632762924464	0.773392168183269	0.446798629379032	0.893341020062115	-5.82064266720421	0.760763014160171										ns
536	bd17_expression_16_68385-69368	0.244163131098399	7.69603946919481	0.771488198135196	0.447505408180648	0.893341020062115	-5.82312272984785	0.759580450851838		k_Bacteria;p_Pseudomonadota								ns
537	bd17_expression_308_1-4239	0.287144114590236	7.79086992955776	0.75817595474363	0.455293344219812	0.903614265557027	-5.83363999133165	0.746619384083361		k_Bacteria;p_Pseudomonadota				COG3209	Rhs family protein	Cell envelope biogenesis, outer membrane	PF05593 [RHS Repeat]	ns
538	bd17_expression_9_19877-20317	-0.405013173918872	8.16017997364692	-0.757117413183915	0.456292529967587	0.903614265557027	-5.81418216612306	-0.744965576871166		k_Bacteria;p_Pseudomonadota				COG3335	Transposase and inactivated derivatives	DNA replication, recombination and repair	PF13565 [Homeodomain-like domain]	ns
539	bd17_expression_152_23389-24216	-0.30329684830196	7.75737149345929	-0.756738432326103	0.456355930155242	0.903614265557027	-5.83434427647956	-0.744860708498592	toxA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K20331	toxoflavin synthase [EC:2.1.1.349]	Cellular Processes; Cellular community - prokaryotes; Quorum sensing	ENOG4111TIB	Methyltransferase	Function unknown	PF01209 [ubiE/COQ5 methyltransferase family];PF08241 [Methyltransferase domain];PF08242 [Methyltransferase domain];PF13489 [Methyltransferase domain];PF13649 [Methyltransferase domain];PF13847 [Methyltransferase domain]	ns
540	bd17_expression_218_4370-10798	0.411525702486373	8.10889362380965	0.755953039776404	0.456601632743152	0.903614265557027	-5.77011573888537	0.744454376483822	syrE	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K16125	syringomycin synthetase protein SyrE	Metabolism; Metabolism of terpenoids and polyketides; Nonribosomal peptide structures	COG1020	Non-ribosomal peptide synthetase modules and related proteins	Secondary metabolites biosynthesis, transport and catabolism	PF00501 [AMP-binding enzyme];PF00550 [Phosphopantetheine attachment site];PF00668 [Condensation domain];PF13193 [AMP-binding enzyme C-terminal domain]	ns
541	bd17_expression_19_10323-10649	-0.225442318749002	7.70837137927742	-0.755490519293483	0.456874128660142	0.903614265557027	-5.83371887557568	-0.744003878552982										ns
542	bd17_expression_171_9549-13223	-0.355521815114834	8.00116062136269	-0.751744847416555	0.459369813026022	0.905026554646535	-5.7953863901777	-0.739884940358726		k_Bacteria								ns
543	bd17_expression_22_1402-3726	-0.353050655926792	7.9900967304952	-0.751070310184604	0.459483193650368	0.905026554646535	-5.82845098732796	-0.739698112505826	mrcB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K05365	penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]	Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG0744	Membrane carboxypeptidase (penicillin-binding protein)	Cell envelope biogenesis, outer membrane	PF00905 [Penicillin binding protein transpeptidase domain];PF00912 [Transglycosylase];PF14814 [Bifunctional transglycosylase second domain]	ns
544	bd17_expression_21_1-216	0.241978639583569	7.70041289261569	0.749885305359388	0.460473424178433	0.905026554646535	-5.83897506845225	0.738067512902344		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria				COG3344	Retron-type reverse transcriptase	DNA replication, recombination and repair		ns
545	bd17_expression_173_37602-39533	-0.30203126666968	7.7965347774902	-0.745208982317964	0.46295649194424	0.905026554646535	-5.84306547317951	-0.733987277710091	rgpF	k_Bacteria;p_Pseudomonadota	K07272	rhamnosyltransferase [EC:2.4.1.-]	Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins	COG3754;COG5610			PF05045 [Rhamnan synthesis protein F]	ns
546	bd17_expression_60_1545-2243	0.287865384066057	7.60282919314617	0.748194547326358	0.463111167602367	0.905026554646535	-5.83651581022207	0.733733515590517	pseF	k_Bacteria;p_Pseudomonadota	K15899	pseudaminic acid cytidylyltransferase [EC:2.7.7.81]	Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism	COG1083	CMP-N-acetylneuraminic acid synthetase	Cell envelope biogenesis, outer membrane	PF02348 [Cytidylyltransferase]	ns
547	bd17_expression_47_2-4282	0.482029174845926	8.1643270463301	0.746848611130631	0.46366450026571	0.905026554646535	-5.75324552675718	0.732826100145127		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF05593 [RHS Repeat]	ns
548	bd17_expression_287_1920-2708	-0.259081966859574	7.70451279302349	-0.743306567505146	0.464087148984572	0.905026554646535	-5.8436931573769	-0.732133400816019	ABC.FEV.A	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG4559	ABC-type hemin transport system, ATPase component	Inorganic ion transport and metabolism	PF00005 [ABC transporter];PF02463 [RecF/RecN/SMC N terminal domain]	ns
549	bd17_expression_15_1-1230	0.480920716227676	8.19670190808329	0.74104545317386	0.465433107474297	0.905026554646535	-5.76367604899916	0.729929780885113		k_Bacteria				ENOG410XSSU	transposase	Replication, recombination and repair	PF01609 [Transposase DDE domain]	ns
550	bd17_expression_23_15535-16632	-0.362035434652107	7.87862263417149	-0.745101302882674	0.465944236750686	0.905026554646535	-5.83595657245748	-0.729093881989393		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales							PF01266 [FAD dependent oxidoreductase]	ns
551	bd17_expression_17_5704-7584	0.249677078920452	7.71980495959542	0.74001646863729	0.466046384682468	0.905026554646535	-5.84644556562627	0.728926890725491										ns
552	bd17_expression_252_7818-10097	0.442948810219142	8.04706279345161	0.735988615042307	0.468451563888994	0.907220738640194	-5.76866227208956	0.725000760472662	clpA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03694	ATP-dependent Clp protease ATP-binding subunit ClpA	Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts	COG0542	ATPases with chaperone activity, ATP-binding subunit	Posttranslational modification, protein turnover, chaperones	PF00004 [ATPase family associated with various cellular activities (AAA)];PF00158 [Sigma-54 interaction domain];PF02861 [Clp amino terminal domain, pathogenicity island component];PF07724 [AAA domain (Cdc48 subfamily)];PF07728 [AAA domain (dynein-related subfamily)];PF10431 [C-terminal, D2-small domain, of ClpB protein ];PF13191 [AAA ATPase domain];PF17871 []	ns
